Gene	Gene synonym	Ensembl	Gene description	Chromosome	Position	Protein class	Evidence	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Prognostic p-value	RNA cancer category	RNA tissue category	RNA TS	RNA TS TPM	TPM max in non-specific	RNA cell line category	RNA CS	RNA CS TPM
NAT8L	FLJ37478, Hcml3	ENSG00000185818	N-acetyltransferase 8 like	4	2059512-2069089	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA040677			Supported	Mitochondria	Endometrial cancer:1.01e-5 (unfavourable)	Group enriched	Group enriched	7	adipose tissue: 48.6;cerebral cortex: 64.9;testis: 19.0	kidney: 6.7	Cell line enhanced		SCLC-21H: 32.4
NAV3	KIAA0938, POMFIL1	ENSG00000067798	Neuron navigator 3	12	77324641-78213008	Cancer-related genes, Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA032111, HPA032112, CAB037063	Uncertain		Approved	Nuclear membrane<br>Cytosol		Mixed	Tissue enhanced		cerebral cortex: 27.2;ovary: 24.6	spleen: 12.3	Cell line enhanced		hTEC/SVTERT24-B: 46.2;WM-115: 38.6
NBAS	NAG	ENSG00000151779	Neuroblastoma amplified sequence	2	15166909-15561330	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA036817	Approved		Approved	Nuclear membrane<br>Nucleoli<br>Golgi apparatus	Urothelial cancer:5.84e-5 (unfavourable), Liver cancer:1.10e-4 (unfavourable)	Expressed in all	Expressed in all			testis: 37.6	Expressed in all		
NBEA	BCL8B, FLJ10197, KIAA1544, LYST2	ENSG00000172915	Neurobeachin	13	34942287-35673022	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA039730, HPA040385	Enhanced		Supported	Nucleus<br>Nucleoli<br>Golgi apparatus<br>Cytosol	Renal cancer:7.86e-8 (favourable)	Mixed	Tissue enhanced		cerebral cortex: 30.3	seminal vesicle: 12.2	Cell line enriched	5	SH-SY5Y: 83.5
NCAM1	CD56, NCAM	ENSG00000149294	Neural cell adhesion molecule 1	11	112961247-113278436	Cancer-related genes, CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB000142, CAB018071, HPA039835	Enhanced		Enhanced	Plasma membrane<br>Cytosol	Pancreatic cancer:9.11e-6 (favourable), Renal cancer:8.20e-4 (unfavourable)	Tissue enriched	Tissue enhanced		cerebral cortex: 334.9	heart muscle: 87.5	Cell line enhanced		RH-30: 128.0;SCLC-21H: 126.2;U-138 MG: 71.8;WM-115: 77.9
NCAM2	MGC51008, NCAM21	ENSG00000154654	Neural cell adhesion molecule 2	21	20998315-21543329	Plasma proteins, Predicted membrane proteins	Evidence at protein level	HPA030900, HPA030901	Supported		Supported	Nuclear bodies<br>Plasma membrane		Tissue enhanced	Tissue enhanced		cerebral cortex: 68.8	adrenal gland: 15.8	Cell line enhanced		T-47d: 86.4;WM-115: 22.5
NCEH1	AADACL1, KIAA1363, NCEH	ENSG00000144959	Neutral cholesterol ester hydrolase 1	3	172630249-172711218	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA026888	Supported		Approved	Endoplasmic reticulum	Pancreatic cancer:8.25e-5 (unfavourable)	Expressed in all	Mixed			cerebral cortex: 35.0	Cell line enhanced		CAPAN-2: 250.8
NCKAP1	HEM2, Nap1, NAP125	ENSG00000061676	NCK associated protein 1	2	182909115-183038858	Predicted membrane proteins	Evidence at protein level	HPA020449	Enhanced		Approved	Cytosol	Pancreatic cancer:3.81e-4 (unfavourable), Lung cancer:9.71e-4 (unfavourable)	Expressed in all	Mixed			cerebral cortex: 145.1	Mixed		
NCKAP1L	HEM1	ENSG00000123338	NCK associated protein 1 like	12	54497711-54548238	Plasma proteins, Predicted membrane proteins	Evidence at protein level	HPA039490, HPA040772	Approved		Uncertain	Plasma membrane<br>Cytosol		Expressed in all	Mixed			spleen: 54.9	Cell line enhanced		HL-60: 89.0;HMC-1: 98.8;THP-1: 81.4;U-937: 55.5
NCKIPSD	AF3P21, DIP1, ORF1, SPIN90, WASLBP, WISH	ENSG00000213672	NCK interacting protein with SH3 domain	3	48673844-48686364	Cancer-related genes, Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	CAB019267, HPA050005			Enhanced	Plasma membrane<br>Cytosol	Renal cancer:1.20e-5 (favourable), Liver cancer:8.57e-4 (unfavourable)	Expressed in all	Tissue enriched	9	parathyroid gland: 306.0	cerebral cortex: 35.0	Expressed in all		
NCLN	NET59, NICALIN	ENSG00000125912	Nicalin	19	3185563-3209575	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA006625	Approved		Uncertain	Nucleoplasm<br>Lipid droplets	Renal cancer:8.37e-5 (unfavourable), Stomach cancer:8.82e-5 (favourable), Endometrial cancer:1.19e-4 (favourable), Liver cancer:2.15e-4 (unfavourable)	Expressed in all	Expressed in all			duodenum: 33.9	Expressed in all		
NCMAP	C1orf130, FLJ42528, MP11	ENSG00000184454	Non-compact myelin associated protein	1	24556111-24609328	Predicted membrane proteins	Evidence at transcript level	HPA013656	Uncertain				Endometrial cancer:2.83e-6 (favourable)	Mixed	Tissue enhanced		gallbladder: 11.5	thyroid gland: 7.1	Cell line enhanced		A549: 1.8;T-47d: 3.7;U-266/70: 2.3
NCR1	CD335, LY94, NK-p46, NKP46	ENSG00000189430	Natural cytotoxicity triggering receptor 1	19	54906150-54916140	CD markers, Predicted membrane proteins	Evidence at protein level	HPA049311			Approved	Endoplasmic reticulum		Tissue enhanced	Not detected			spleen: 0.6	Not detected		
NCR2	CD336, LY95, NK-p44	ENSG00000096264	Natural cytotoxicity triggering receptor 2	6	41335655-41350887	CD markers, Predicted membrane proteins	Evidence at protein level	HPA067249	Uncertain					Not detected	Not detected			duodenum: 0.5	Not detected		
NCR3	1C7, CD337, LY117, NKp30	ENSG00000204475	Natural cytotoxicity triggering receptor 3	6	31588895-31592985	CD markers, Predicted membrane proteins	Evidence at protein level							Mixed	Tissue enhanced		lymph node: 1.7;spleen: 1.5;tonsil: 1.1	appendix: 1.0	Cell line enhanced		NB-4: 2.6
NCR3LG1	B7-H6, DKFZp686O24166	ENSG00000188211	Natural killer cell cytotoxicity receptor 3 ligand 1	11	17351726-17377341	Predicted membrane proteins	Evidence at protein level	HPA024137	Uncertain				Renal cancer:4.21e-12 (favourable)	Mixed	Tissue enhanced		parathyroid gland: 12.9	rectum: 5.6	Cell line enhanced		HL-60: 42.1
NCSTN	APH2, KIAA0253	ENSG00000162736	Nicastrin	1	160343272-160358952	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB021982, HPA054846, HPA070642	Approved		Approved	Cytosol	Renal cancer:7.75e-9 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 143.2	Expressed in all		
NDC1	FLJ10407, NET3, TMEM48	ENSG00000058804	NDC1 transmembrane nucleoporin	1	53765460-53838860	Predicted membrane proteins, Transporters	Evidence at protein level	HPA069751, HPA070882	Approved		Supported	Nuclear membrane<br>Plasma membrane<br>Actin filaments	Liver cancer:7.52e-7 (unfavourable), Colorectal cancer:4.48e-5 (favourable), Pancreatic cancer:3.58e-4 (unfavourable)	Expressed in all	Mixed			lymph node: 16.4	Expressed in all		
NDFIP1	MGC10924, N4WBP5	ENSG00000131507	Nedd4 family interacting protein 1	5	142108505-142154443	Predicted membrane proteins	Evidence at protein level	HPA009682	Approved				Head and neck cancer:2.33e-7 (unfavourable), Renal cancer:2.39e-7 (favourable)	Expressed in all	Expressed in all			cerebral cortex: 246.0	Expressed in all		
NDFIP2	KIAA1165, N4wbp5a	ENSG00000102471	Nedd4 family interacting protein 2	13	79481124-79556075	Predicted membrane proteins	Evidence at protein level	HPA009160	Uncertain		Enhanced	Vesicles	Renal cancer:4.18e-5 (favourable), Head and neck cancer:5.99e-4 (unfavourable)	Expressed in all	Expressed in all			cerebral cortex: 96.0	Mixed		
NDN	HsT16328, PWCR	ENSG00000182636	Necdin, MAGE family member	15	23685400-23687330	Plasma proteins, Predicted membrane proteins	Evidence at protein level	HPA074457			Approved	Nucleoplasm<br>Cytosol	Renal cancer:4.52e-4 (unfavourable)	Expressed in all	Mixed			ovary: 85.0	Cell line enhanced		AF22: 53.6;HSkMC: 51.0;NTERA-2: 43.3;U-2 OS: 83.1
NDRG2	KIAA1248, SYLD	ENSG00000165795	NDRG family member 2	14	21016763-21070872	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA002896, HPA003590, CAB017491	Enhanced		Approved	Nucleoplasm<br>Microtubule organizing center<br>Cytosol	Renal cancer:1.43e-12 (favourable), Liver cancer:6.71e-4 (favourable)	Expressed in all	Expressed in all			cerebral cortex: 1029.5	Cell line enhanced		Hep G2: 38.7
NDRG4	KIAA1180, SMAP-8	ENSG00000103034	NDRG family member 4	16	58462846-58513628	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA015313, HPA017587	Enhanced		Uncertain	Nucleus<br>Cytosol		Tissue enriched	Tissue enhanced		adrenal gland: 146.6;cerebral cortex: 420.0;heart muscle: 150.6	testis: 72.0	Cell line enhanced		EFO-21: 30.7;SCLC-21H: 58.1
NDST1	HSST, NST1	ENSG00000070614	N-deacetylase and N-sulfotransferase 1	5	150485818-150558211	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA060532	Approved				Ovarian cancer:5.13e-4 (unfavourable), Endometrial cancer:6.99e-4 (unfavourable)	Expressed in all	Expressed in all			spleen: 59.7	Expressed in all		
NDST2	HSST2, NST2	ENSG00000166507	N-deacetylase and N-sulfotransferase 2	10	73801911-73811798	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA051515	Approved		Approved	Cytosol		Mixed	Expressed in all			spleen: 44.9	Expressed in all		
NDUFA1	CI-MWFE, MWFE	ENSG00000125356	NADH:ubiquinone oxidoreductase subunit A1	X	119871487-119876662	Disease related genes, Predicted membrane proteins	Evidence at protein level	HPA029768, HPA054359	Enhanced		Supported	Mitochondria<br>Cytosol	Renal cancer:3.48e-4 (favourable)	Expressed in all	Expressed in all			skeletal muscle: 224.8	Expressed in all		
NDUFA11	B14.7	ENSG00000174886	NADH:ubiquinone oxidoreductase subunit A11	19	5891276-5904006	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA072209			Uncertain	Mitochondria	Endometrial cancer:3.38e-5 (favourable), Cervical cancer:4.54e-5 (favourable)	Expressed in all	Expressed in all			heart muscle: 309.7	Expressed in all		
NDUFA13	B16.6, CDA016, CGI-39, GRIM-19, GRIM19	ENSG00000186010	NADH:ubiquinone oxidoreductase subunit A13	19	19515736-19529054	Disease related genes, Predicted membrane proteins	Evidence at protein level	HPA041213	Supported		Enhanced	Mitochondria		Expressed in all	Expressed in all			heart muscle: 226.3	Expressed in all		
NDUFA3	B9	ENSG00000170906	NADH:ubiquinone oxidoreductase subunit A3	19	54102728-54109257	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA046976	Supported				Urothelial cancer:4.80e-4 (favourable), Pancreatic cancer:9.65e-4 (favourable)	Expressed in all	Expressed in all			skin: 16.0	Expressed in all		
NDUFA4	CI-9k, MLRQ	ENSG00000189043	NDUFA4, mitochondrial complex associated	7	10931951-10940256	Disease related genes, Predicted membrane proteins	Evidence at protein level	HPA055323			Supported	Mitochondria	Renal cancer:4.61e-8 (favourable)	Expressed in all	Expressed in all			heart muscle: 251.7	Expressed in all		
NDUFA4L2	FLJ26118, NUOMS	ENSG00000185633	NDUFA4, mitochondrial complex associated like 2	12	57234903-57240715	Predicted membrane proteins	Evidence at protein level	HPA055323			Approved	Mitochondria	Renal cancer:1.37e-5 (unfavourable)	Expressed in all	Tissue enhanced		esophagus: 152.3;skin: 191.7	placenta: 104.2	Cell line enriched	8	AN3-CA: 123.9
NDUFA9	CI-39k, NDUFS2L, SDR22E1	ENSG00000139180	NADH:ubiquinone oxidoreductase subunit A9	12	4649095-4694317	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA042268, HPA073212	Enhanced		Supported	Nucleoplasm<br>Mitochondria	Renal cancer:2.57e-7 (favourable), Urothelial cancer:5.75e-4 (favourable)	Expressed in all	Expressed in all			skeletal muscle: 38.4	Expressed in all		
NDUFB1	CI-MNLL, MNLL	ENSG00000183648	NADH:ubiquinone oxidoreductase subunit B1	14	92116122-92121917	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA063737			Supported	Nuclear speckles<br>Mitochondria	Renal cancer:1.31e-5 (favourable)	Expressed in all	Expressed in all			skeletal muscle: 278.8	Expressed in all		
NDUFB11	ESSS, Np15, NP17.3	ENSG00000147123	NADH:ubiquinone oxidoreductase subunit B11	X	47142216-47145504	Disease related genes, Predicted membrane proteins	Evidence at protein level	HPA030367	Supported		Enhanced	Mitochondria		Expressed in all	Expressed in all			skeletal muscle: 129.1	Expressed in all		
NDUFB3	B12	ENSG00000119013	NADH:ubiquinone oxidoreductase subunit B3	2	201071433-201085750	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA034596	Approved				Head and neck cancer:7.24e-4 (unfavourable)	Expressed in all	Expressed in all			skeletal muscle: 180.0	Expressed in all		
NDUFB4	B15	ENSG00000065518	NADH:ubiquinone oxidoreductase subunit B4	3	120596309-120602500	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA051739	Enhanced		Supported	Nuclear membrane<br>Mitochondria	Urothelial cancer:1.79e-4 (favourable)	Expressed in all	Expressed in all			adrenal gland: 364.4	Expressed in all		
NDUFB5	CI-SGDH, MGC12314, SGDH	ENSG00000136521	NADH:ubiquinone oxidoreductase subunit B5	3	179604690-179627647	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA005640	Enhanced		Supported	Nucleoplasm<br>Mitochondria	Renal cancer:3.32e-5 (favourable)	Expressed in all	Expressed in all			heart muscle: 136.7	Expressed in all		
NDUFB6	B17, CI	ENSG00000165264	NADH:ubiquinone oxidoreductase subunit B6	9	32552999-32573184	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA044001, HPA053334	Supported		Enhanced	Mitochondria	Renal cancer:7.47e-10 (favourable), Cervical cancer:3.18e-4 (favourable)	Expressed in all	Expressed in all			cerebral cortex: 70.2	Expressed in all		
NDUFB8	ASHI, CI-ASHI	ENSG00000166136	NADH:ubiquinone oxidoreductase subunit B8	10	100523740-100530000	Plasma proteins, Predicted membrane proteins	Evidence at protein level	HPA003886	Supported		Supported	Mitochondria		Expressed in all	Expressed in all			heart muscle: 306.4	Expressed in all		
NDUFC1	KFYI	ENSG00000109390	NADH:ubiquinone oxidoreductase subunit C1	4	139266880-139302551	Predicted membrane proteins	Evidence at protein level	HPA044556	Approved		Supported	Mitochondria	Endometrial cancer:8.23e-5 (favourable), Urothelial cancer:7.25e-4 (favourable), Renal cancer:9.96e-4 (favourable)	Expressed in all	Expressed in all			skeletal muscle: 86.7	Expressed in all		
NDUFC2	B14.5b, HLC-1	ENSG00000151366	NADH:ubiquinone oxidoreductase subunit C2	11	78068304-78080219	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA038873, HPA056195	Approved		Supported	Mitochondria	Renal cancer:5.00e-5 (favourable)	Expressed in all	Expressed in all			thyroid gland: 370.1	Expressed in all		
NDUFC2-KCTD14		ENSG00000259112	NDUFC2-KCTD14 readthrough	11	78016971-78079865	Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA038873, HPA056195	Approved		Supported	Mitochondria		Not detected	Tissue enhanced		duodenum: 5.0	stomach: 2.5	Cell line enhanced		CACO-2: 7.9;EFO-21: 7.0;U-2 OS: 12.0
NECTIN1	CD111, CLPED1, ED4, HIgR, HVEC, OFC7, PRR, PRR1, PVRL1, PVRR1, SK-12	ENSG00000110400	Nectin cell adhesion molecule 1	11	119623408-119729084	CD markers, Disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB016135, HPA026846	Approved					Expressed in all	Tissue enhanced		esophagus: 108.6;skin: 161.7	cerebral cortex: 50.3	Cell line enhanced		HaCaT: 203.5
NECTIN2	CD112, HVEB, PRR2, PVRL2, PVRR2	ENSG00000130202	Nectin cell adhesion molecule 2	19	44846175-44889228	CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	HPA012759, CAB026138, HPA073459	Enhanced		Approved	Nucleoli fibrillar center<br>Cell Junctions		Expressed in all	Expressed in all			placenta: 111.4	Mixed		
NECTIN3	CD113, CDw113, DKFZP566B0846, nectin-3, PPR3, PVRL3, PVRR3	ENSG00000177707	Nectin cell adhesion molecule 3	3	111070071-111275563	CD markers, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	CAB009869, HPA011038	Approved		Approved	Microtubule organizing center	Renal cancer:9.82e-7 (favourable)	Expressed in all	Tissue enhanced		testis: 99.5	thyroid gland: 73.7	Cell line enhanced		TIME: 138.4
NECTIN4	LNIR, nectin-4, PRR4, PVRL4	ENSG00000143217	Nectin cell adhesion molecule 4	1	161070995-161089599	Disease related genes, Predicted membrane proteins	Evidence at protein level	HPA010775	Enhanced		Supported	Plasma membrane		Mixed	Tissue enhanced		esophagus: 45.9;skin: 79.5	breast,placenta: 17.1	Cell line enhanced		BEWO: 53.8;HaCaT: 32.5;SK-BR-3: 35.3;T-47d: 28.8
NEGR1	IGLON4, KILON, MGC46680, Ntra	ENSG00000172260	Neuronal growth regulator 1	1	71395940-72282734	Plasma proteins, Predicted membrane proteins	Evidence at protein level	HPA011894	Uncertain		Approved	Vesicles<br>Actin filaments<br>Cytosol		Mixed	Tissue enhanced		cerebral cortex: 54.3	gallbladder: 16.9	Mixed		
NELL2	NRP2	ENSG00000184613	Neural EGFL like 2	12	44508275-44921848	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA035714, HPA035715	Uncertain		Approved	Vesicles	Pancreatic cancer:5.56e-4 (favourable)	Tissue enhanced	Tissue enhanced		cerebral cortex: 204.1;fallopian tube: 96.7	prostate: 46.5	Cell line enhanced		AF22: 102.5;NTERA-2: 41.0;SCLC-21H: 88.2
NEMP1	KIAA0286, TMEM194, TMEM194A	ENSG00000166881	Nuclear envelope integral membrane protein 1	12	57055643-57088063	Predicted membrane proteins	Evidence at protein level	HPA014394	Uncertain		Approved	Nucleoplasm	Renal cancer:1.09e-5 (unfavourable), Liver cancer:1.93e-4 (unfavourable)	Expressed in all	Mixed			lymph node: 14.5	Expressed in all		
