Gene	Gene synonym	Ensembl	Gene description	Chromosome	Position	Protein class	Evidence	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Prognostic p-value	RNA cancer category	RNA tissue category	RNA TS	RNA TS TPM	TPM max in non-specific	RNA cell line category	RNA CS	RNA CS TPM
LINGO1	FLJ14594, LERN1, LRRN6A	ENSG00000169783	Leucine rich repeat and Ig domain containing 1	15	77613027-77820900	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA074653	Enhanced		Approved	Plasma membrane	Renal cancer:3.23e-7 (unfavourable)	Expressed in all	Tissue enriched	13	cerebral cortex: 130.8	placenta: 9.8	Cell line enhanced		AF22: 23.6;AN3-CA: 18.6;HAP1: 31.4;HEK93: 19.6;NTERA-2: 56.8
LMAN2	C5orf8, GP36B, VIP36	ENSG00000169223	Lectin, mannose binding 2	5	177331562-177351852	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA003927	Approved				Renal cancer:8.53e-4 (unfavourable)	Expressed in all	Expressed in all			epididymis: 164.8	Expressed in all		
LRAT	LCA14	ENSG00000121207	Lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)	4	154626945-154753118	Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA070726			Uncertain	Endoplasmic reticulum<br>Golgi apparatus		Mixed	Tissue enhanced		thyroid gland: 2.3	testis: 1.6	Cell line enriched	11	NTERA-2: 11.7
LRCH3	MGC4126	ENSG00000186001	Leucine rich repeats and calponin homology domain containing 3	3	197791226-197888436	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA012380, HPA017299	Uncertain		Enhanced	Cytosol	Liver cancer:2.95e-4 (unfavourable)	Expressed in all	Expressed in all			testis: 26.2	Expressed in all		
LRFN4	FIGLER6, MGC3103, SALM3.	ENSG00000173621	Leucine rich repeat and fibronectin type III domain containing 4	11	66856647-66860475	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level							Expressed in all	Mixed			cerebral cortex: 13.3	Mixed		
LRFN5	C14orf146, FIGLER8, SALM5	ENSG00000165379	Leucine rich repeat and fibronectin type III domain containing 5	14	41607570-41904549	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA001177	Uncertain					Mixed	Tissue enhanced		parathyroid gland: 52.3	cervix, uterine: 16.8	Cell line enhanced		AN3-CA: 16.8;RPTEC TERT1: 4.6;SCLC-21H: 11.1;U-138 MG: 11.4
LRP1	A2MR, APOER, APR, CD91, LRP, LRP1A	ENSG00000123384	LDL receptor related protein 1	12	57128493-57213351	Candidate cardiovascular disease genes, CD markers, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA004182, CAB018621, HPA022903	Supported		Supported	Nucleoplasm<br>Vesicles	Urothelial cancer:1.29e-5 (unfavourable), Renal cancer:1.52e-5 (unfavourable)	Expressed in all	Expressed in all			adipose tissue: 123.8	Cell line enhanced		ASC diff: 333.3;ASC TERT1: 342.9;HSkMC: 232.4
LRP11	bA350J20.3, MANSC3	ENSG00000120256	LDL receptor related protein 11	6	149818798-149864026	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA064002			Approved	Mitochondria	Breast cancer:2.31e-8 (unfavourable), Liver cancer:2.01e-5 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 89.2	Mixed		
LRP1B	LRP-DIT, LRPDIT	ENSG00000168702	LDL receptor related protein 1B	2	140231423-142131701	Cancer-related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA069094, HPA074788	Approved		Approved	Vesicles		Tissue enhanced	Tissue enhanced		cerebral cortex: 16.4;thyroid gland: 9.6	epididymis: 2.7	Cell line enhanced		ASC diff: 1.0;HEK93: 1.5;U-138 MG: 1.8
LRP2	DBS, gp330	ENSG00000081479	LDL receptor related protein 2	2	169127109-169362685	Disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA005980, HPA064792	Enhanced		Approved	Vesicles<br>Mitochondria	Renal cancer:3.43e-5 (favourable)	Group enriched	Group enriched	6	kidney: 49.8;parathyroid gland: 155.8;thyroid gland: 37.0	breast: 14.2	Group enriched	11	AF22: 39.4;CACO-2: 56.2
LRP4	CLSS, LRP-4, MEGF7, SOST2	ENSG00000134569	LDL receptor related protein 4	11	46856868-46918642	Disease related genes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA011934, HPA012300	Approved		Uncertain	Nucleus<br>Nucleoli<br>Mitochondria		Expressed in all	Tissue enhanced		cerebral cortex: 35.4;skin: 37.9	parathyroid gland: 13.1	Cell line enhanced		AF22: 21.2
LRRC32	D11S833E, GARP	ENSG00000137507	Leucine rich repeat containing 32	11	76657524-76670747	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA055775, HPA058434			Supported	Nucleoplasm	Renal cancer:3.93e-5 (unfavourable), Urothelial cancer:2.64e-4 (unfavourable)	Expressed in all	Expressed in all			placenta: 76.4	Group enriched	5	ASC diff: 78.8;ASC TERT1: 49.2;HSkMC: 32.0;HUVEC TERT2: 43.0;U-2197: 100.6
LRRC3B	LRP15	ENSG00000179796	Leucine rich repeat containing 3B	3	26622806-26710776	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA015568	Approved					Group enriched	Group enriched	7	cerebral cortex: 19.2;skeletal muscle: 3.9;testis: 13.0	endometrium,ovary: 1.6	Cell line enhanced		NTERA-2: 1.6
LRRC4B	DKFZp761A179, HSM, LRIG4	ENSG00000131409	Leucine rich repeat containing 4B	19	50516892-50568045	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA058986	Uncertain					Group enriched	Tissue enhanced		cerebral cortex: 61.4	cervix, uterine: 12.9	Cell line enhanced		HMC-1: 29.7;SH-SY5Y: 31.3;U-2 OS: 28.7
LRRC70	LOC100130733, SLRN	ENSG00000186105	Leucine rich repeat containing 70	5	62578735-62581448	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA013409	Uncertain					Mixed	Mixed			thyroid gland: 6.4	Group enriched	16	HUVEC TERT2: 13.7;TIME: 7.3
LRRN3	FIGLER5, FLJ11129, NLRR3	ENSG00000173114	Leucine rich repeat neuronal 3	7	111091006-111125454	Predicted membrane proteins, Predicted secreted proteins	Evidence at transcript level	HPA043820, HPA046792	Uncertain		Approved	Nucleus<br>Cytosol		Group enriched	Tissue enhanced		adrenal gland: 30.8;cerebral cortex: 31.2;testis: 29.1;thyroid gland: 33.6	lung: 11.6	Cell line enhanced		AF22: 24.9;BJ hTERT+: 25.6;SH-SY5Y: 47.7;T-47d: 23.4
LRRTM1	FLJ32082	ENSG00000162951	Leucine rich repeat transmembrane neuronal 1	2	80288351-80304749	Predicted membrane proteins, Predicted secreted proteins	Evidence at transcript level	HPA062660	Approved					Group enriched	Tissue enhanced		cerebral cortex: 13.3;salivary gland: 4.9	thyroid gland: 2.2	Cell line enhanced		SH-SY5Y: 1.4
LRRTM2	KIAA0416	ENSG00000146006	Leucine rich repeat transmembrane neuronal 2	5	138868923-138875368	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level							Tissue enriched	Tissue enriched	10	cerebral cortex: 29.0	placenta: 3.0	Group enriched	7	HDLM-2: 14.6;SCLC-21H: 5.8
LRRTM4	FLJ12568	ENSG00000176204	Leucine rich repeat transmembrane neuronal 4	2	76747719-77593319	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level							Tissue enhanced	Tissue enriched	9	cerebral cortex: 21.3	epididymis: 2.4	Cell line enriched	7	Karpas-707: 91.1
LRTM2		ENSG00000166159	Leucine rich repeats and transmembrane domains 2	12	1820267-1836752	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA055094	Uncertain					Not detected	Tissue enriched	47	cerebral cortex: 8.3	testis: 0.1	Group enriched	12	HEL: 7.7;SCLC-21H: 5.2
LSR	ILDR3, LISCH7	ENSG00000105699	Lipolysis stimulated lipoprotein receptor	19	35248330-35267964	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA007270	Approved		Approved	Nucleoplasm<br>Plasma membrane<br>Cytosol	Renal cancer:8.09e-4 (favourable)	Expressed in all	Expressed in all			stomach: 128.7	Cell line enhanced		A-431: 435.7
LST1	B144, D6S49E, LST-1	ENSG00000204482	Leukocyte specific transcript 1	6	31586124-31588909	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level						Renal cancer:5.97e-5 (unfavourable), Testis cancer:7.62e-4 (unfavourable), Cervical cancer:7.89e-4 (favourable)	Expressed in all	Tissue enhanced		bone marrow: 68.7;spleen: 48.9	appendix: 32.1	Cell line enhanced		HMC-1: 64.7;NB-4: 50.8;THP-1: 128.8;U-937: 79.6
LTBR	D12S370, TNF-R-III, TNFCR, TNFR-RP, TNFR2-RP, TNFRSF3	ENSG00000111321	Lymphotoxin beta receptor	12	6375045-6391571	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB026202, HPA061617	Uncertain		Supported	Golgi apparatus	Liver cancer:5.13e-4 (unfavourable), Renal cancer:5.92e-4 (unfavourable)	Expressed in all	Expressed in all			smooth muscle: 89.5	Cell line enhanced		HHSteC: 330.0
LTK	TYK1	ENSG00000062524	Leukocyte receptor tyrosine kinase	15	41503638-41513887	Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA059545	Uncertain		Approved	Vesicles		Mixed	Mixed			placenta: 15.2	Cell line enhanced		HEL: 4.4;NB-4: 6.1;RH-30: 4.4;THP-1: 9.9
LY6E	RIG-E, SCA-2, TSA-1	ENSG00000160932	Lymphocyte antigen 6 family member E	8	143017982-143023832	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at transcript level						Renal cancer:6.74e-8 (unfavourable)	Expressed in all	Expressed in all			lung: 109.0	Cell line enhanced		BJ hTERT+ SV40 Large T+ RasG12V: 564.1;MCF7: 492.5
LY6G6D	C6orf23, G6D, Ly6-D, MEGT1, NG25	ENSG00000244355	Lymphocyte antigen 6 family member G6D	6	31715356-31717804	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA054412	Uncertain					Tissue enriched	Tissue enhanced		seminal vesicle: 2.0	prostate: 0.8	Cell line enhanced		HEL: 1.6
LY6K	CT97, FLJ35226, HSJ001348	ENSG00000160886	Lymphocyte antigen 6 family member K	8	142700111-142705127	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA017770, CAB075742, CAB075743	Enhanced		Supported	Nucleoplasm<br>Plasma membrane	Lung cancer:9.17e-5 (unfavourable)	Mixed	Tissue enhanced		testis: 29.0	adipose tissue: 5.9	Cell line enhanced		A-431: 108.7;BJ: 111.4;HeLa: 95.9;SiHa: 218.6;U-2197: 254.2
LYNX1	SLURP2	ENSG00000180155	Ly6/neurotoxin 1	8	142771197-142777810	Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level						Renal cancer:2.82e-4 (favourable)	Mixed	Tissue enhanced		cerebral cortex: 94.6	parathyroid gland: 58.6	Cell line enhanced		BJ: 6.9;fHDF/TERT166: 7.9;HHSteC: 6.9;T-47d: 6.7
M6PR	CD-M6PR, CD-MPR	ENSG00000003056	Mannose-6-phosphate receptor, cation dependent	12	8940363-8949955	FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB034464, HPA040445	Approved				Liver cancer:3.89e-4 (unfavourable)	Expressed in all	Expressed in all			spleen: 175.3	Expressed in all		
MAG	GMA, S-MAG, SIGLEC-4A, SIGLEC4A	ENSG00000105695	Myelin associated glycoprotein	19	35292125-35313804	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB009345, HPA012499	Enhanced					Tissue enriched	Tissue enriched	6	cerebral cortex: 163.6	ovary: 27.5	Cell line enriched	31	WM-115: 35.4
MAGT1	DKFZp564K142, IAP, MRX95, OST3B	ENSG00000102158	Magnesium transporter 1	X	77826364-77895593	Disease related genes, Potential drug targets, Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at protein level	HPA049851	Approved				Breast cancer:1.30e-4 (unfavourable), Pancreatic cancer:3.55e-4 (unfavourable), Melanoma:8.98e-4 (unfavourable)	Expressed in all	Expressed in all			thyroid gland: 137.3	Expressed in all		
MANSC1	FLJ10298, LOH12CR3	ENSG00000111261	MANSC domain containing 1	12	12326056-12350541	Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA007955, HPA007956	Approved		Approved	Golgi apparatus<br>Vesicles	Renal cancer:3.30e-5 (favourable)	Expressed in all	Mixed			parathyroid gland: 24.7	Cell line enhanced		HUVEC TERT2: 42.6
MDFIC	HIC	ENSG00000135272	MyoD family inhibitor domain containing	7	114922154-115019202	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA030716	Approved		Supported	Nucleoplasm<br>Golgi apparatus	Renal cancer:3.65e-4 (unfavourable)	Expressed in all	Expressed in all			adipose tissue: 48.0	Cell line enhanced		U-2197: 101.4
MEGF10	KIAA1780	ENSG00000145794	Multiple EGF like domains 10	5	127290831-127465737	Disease related genes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level							Tissue enhanced	Tissue enriched	7	cerebral cortex: 15.8	adrenal gland: 2.2	Cell line enhanced		AF22: 31.3;RH-30: 37.5
MET	DFNB97, HGFR, RCCP2	ENSG00000105976	MET proto-oncogene, receptor tyrosine kinase	7	116672390-116798386	Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, RAS pathway related proteins	Evidence at protein level	CAB005282, CAB018577, HPA055607	Uncertain		Supported	Plasma membrane<br>Cytosol	Pancreatic cancer:1.21e-7 (unfavourable), Head and neck cancer:6.75e-4 (unfavourable)	Expressed in all	Expressed in all			placenta: 39.0	Mixed		
MFAP3		ENSG00000037749	Microfibrillar associated protein 3	5	154038906-154220478	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA015883, HPA049198	Approved		Approved	Nucleoplasm<br>Golgi apparatus	Cervical cancer:4.28e-4 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 74.8	Expressed in all		
MFAP3L	KIAA0626, NYD-sp9	ENSG00000198948	Microfibrillar associated protein 3 like	4	169986597-170033031	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA017986	Approved				Renal cancer:1.42e-8 (favourable)	Expressed in all	Tissue enhanced		testis: 74.1	epididymis: 47.4	Cell line enhanced		HMC-1: 19.9;RT4: 30.4;SK-BR-3: 25.8
MGST2	MGST-II	ENSG00000085871	Microsomal glutathione S-transferase 2	4	139665768-139740745	Enzymes, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA010707	Approved		Approved	Nucleoplasm	Renal cancer:3.22e-9 (favourable), Endometrial cancer:5.26e-5 (favourable)	Expressed in all	Expressed in all			liver: 178.3	Mixed		
MIA3	FLJ39207, KIAA0268, TANGO, TANGO1, UNQ6077	ENSG00000154305	MIA family member 3, ER export factor	1	222618086-222668012	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA055922, HPA056816	Enhanced		Enhanced	Vesicles	Renal cancer:3.73e-4 (unfavourable)	Expressed in all	Expressed in all			testis: 81.5	Expressed in all		
MLEC	KIAA0152	ENSG00000110917	Malectin	12	120686869-120701864	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level						Endometrial cancer:9.60e-6 (favourable), Stomach cancer:8.77e-4 (favourable)	Expressed in all	Expressed in all			thyroid gland: 162.3	Expressed in all		
MMP14	MT1-MMP	ENSG00000157227	Matrix metallopeptidase 14	14	22836557-22849027	Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB009918, HPA051432	Approved		Approved	Intermediate filaments<br>Cytosol	Renal cancer:1.34e-4 (unfavourable), Ovarian cancer:9.48e-4 (unfavourable)	Expressed in all	Mixed			endometrium: 236.6	Cell line enhanced		HHSteC: 664.7
MOXD1	dJ248E1.1, DKFZP564G202, MOX	ENSG00000079931	Monooxygenase DBH like 1	6	132296055-132401545	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA035740	Approved		Approved	Nucleoplasm<br>Cytosol	Head and neck cancer:7.09e-5 (favourable), Stomach cancer:3.72e-4 (unfavourable)	Expressed in all	Tissue enhanced		endometrium: 106.1;smooth muscle: 114.5	seminal vesicle: 53.7	Cell line enhanced		ASC diff: 111.5;fHDF/TERT166: 149.9;HBF TERT88: 116.1;U-2197: 280.6
MPIG6B	C6orf25, G6b, G6b-B, NG31	ENSG00000204420	Megakaryocyte and platelet inhibitory receptor G6b	6	31718594-31726714	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA073017			Uncertain	Golgi apparatus		Mixed	Not detected			skin: 0.8	Cell line enriched	16	HEL: 5.4
MPZL1	FLJ21047, PZR	ENSG00000197965	Myelin protein zero like 1	1	167721192-167791919	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA026966, HPA063538	Approved		Supported	Vesicles<br>Plasma membrane	Renal cancer:3.99e-7 (unfavourable), Liver cancer:4.27e-6 (unfavourable), Lung cancer:3.98e-4 (unfavourable), Thyroid cancer:8.08e-4 (unfavourable)	Expressed in all	Expressed in all			breast: 111.6	Expressed in all		
MR1	HLALS	ENSG00000153029	Major histocompatibility complex, class I-related	1	181033425-181061938	FDA approved drug targets, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA048304			Supported	Plasma membrane		Expressed in all	Mixed			thyroid gland: 28.2	Mixed		
MS4A14	DKFZp434H092, FLJ32856, MS4A16, NYD-SP21	ENSG00000166928	Membrane spanning 4-domains A14	11	60378530-60417756	Predicted membrane proteins, Predicted secreted proteins, Transporters	Evidence at transcript level							Mixed	Tissue enriched	12	testis: 91.8	spleen: 7.6	Cell line enriched	23	THP-1: 6.3
MS4A3	CD20L, HTM4	ENSG00000149516	Membrane spanning 4-domains A3	11	60056587-60071128	Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA019210	Supported					Not detected	Tissue enriched	256	bone marrow: 305.3	skin,spleen: 1.1	Cell line enhanced		HEL: 172.0;K-562: 132.6;NB-4: 69.9;THP-1: 214.5;U-937: 98.3
MSLN	CAK1, MPF	ENSG00000102854	Mesothelin	16	760762-768865	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB002216, HPA017172	Enhanced		Approved	Nucleoplasm<br>Vesicles	Renal cancer:5.91e-4 (favourable), Pancreatic cancer:6.66e-4 (unfavourable)	Tissue enhanced	Group enriched	9	fallopian tube: 445.8;lung: 105.4	epididymis: 29.1	Cell line enhanced		CAPAN-2: 448.3;EFO-21: 72.6;HeLa: 104.4;hTCEpi: 80.2
