Gene	Gene synonym	Ensembl	Gene description	Chromosome	Position	Protein class	Evidence	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Prognostic p-value	RNA cancer category	RNA tissue category	RNA TS	RNA TS TPM	TPM max in non-specific	RNA cell line category	RNA CS	RNA CS TPM
LACTB2	CGI-83	ENSG00000147592	Lactamase beta 2	8	70635318-70669174	Predicted intracellular proteins	Evidence at protein level	HPA044391, HPA053040	Approved		Supported	Nucleus<br>Golgi apparatus<br>Cytosol	Renal cancer:5.60e-4 (favourable)	Expressed in all	Expressed in all			testis: 119.4	Cell line enhanced		SK-BR-3: 329.9
LACTBL1		ENSG00000215906	Lactamase beta like 1	1	22953043-22965338	Predicted intracellular proteins	Evidence at transcript level							Not detected	Not detected			testis: 0.3	Not detected		
LAD1		ENSG00000159166	Ladinin 1	1	201373244-201399915	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA007256, HPA028732	Enhanced		Enhanced	Actin filaments	Lung cancer:6.73e-4 (unfavourable)	Mixed	Tissue enhanced		esophagus: 291.7;skin: 236.6	small intestine: 93.9	Cell line enhanced		A-431: 173.4;CAPAN-2: 150.1;HaCaT: 219.8;MCF7: 165.3;RT4: 146.2;SK-BR-3: 220.4
LAGE3	CVG5, DXS9879E, DXS9951E, ESO3, ITBA2, Pcc1	ENSG00000196976	L antigen family member 3	X	154477769-154479257	Predicted intracellular proteins	Evidence at protein level	HPA036122, HPA036123	Approved		Supported	Nucleoplasm<br>Nuclear bodies	Cervical cancer:5.29e-6 (favourable), Renal cancer:5.42e-5 (unfavourable), Liver cancer:8.63e-5 (unfavourable), Endometrial cancer:7.60e-4 (unfavourable)	Expressed in all	Expressed in all			cerebral cortex: 26.9	Expressed in all		
LAMTOR1	C11orf59, FLJ20625, p18, p27RF-Rho, Pdro, Ragulator1	ENSG00000149357	Late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	11	72085895-72103387	Predicted intracellular proteins	Evidence at protein level	HPA002997	Approved		Supported	Golgi apparatus<br>Vesicles<br>Plasma membrane	Liver cancer:3.63e-4 (unfavourable)	Expressed in all	Expressed in all			thyroid gland: 143.2	Expressed in all		
LAMTOR2	ENDAP, MAPBPIP, MAPKSP1AP, p14, Ragulator2, ROBLD3	ENSG00000116586	Late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	1	156054752-156058510	Disease related genes, Predicted intracellular proteins	Evidence at protein level	HPA004126	Approved		Approved	Nucleoplasm<br>Vesicles	Renal cancer:1.10e-6 (unfavourable)	Expressed in all	Expressed in all			epididymis: 84.7	Expressed in all		
LAMTOR3	MAP2K1IP1, MAPBP, MAPKSP1, MP1, Ragulator3	ENSG00000109270	Late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	4	99878336-99894490	Predicted intracellular proteins	Evidence at protein level	HPA026858	Supported				Renal cancer:1.75e-9 (favourable), Liver cancer:2.09e-4 (unfavourable)	Expressed in all	Expressed in all			thyroid gland: 57.3	Expressed in all		
LAMTOR4	C7orf59	ENSG00000188186	Late endosomal/lysosomal adaptor, MAPK and MTOR activator 4	7	100148907-100155944	Predicted intracellular proteins	Evidence at protein level	HPA020998	Enhanced		Enhanced	Vesicles	Breast cancer:2.48e-4 (favourable), Cervical cancer:6.08e-4 (favourable)	Expressed in all	Expressed in all			skin: 314.5	Expressed in all		
LAMTOR5	HBXIP, MGC71071, XIP	ENSG00000134248	Late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	1	110401249-110407942	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA006812	Approved		Supported	Cytosol	Liver cancer:2.60e-4 (unfavourable), Thyroid cancer:5.52e-4 (favourable), Ovarian cancer:7.23e-4 (favourable)	Expressed in all	Expressed in all			kidney: 431.6	Expressed in all		
LANCL1	GPR69A, p40	ENSG00000115365	LanC like 1	2	210431249-210477652	Predicted intracellular proteins	Evidence at protein level	HPA034994	Approved		Approved	Microtubules		Expressed in all	Expressed in all			cerebral cortex: 153.3	Expressed in all		
LANCL2	GPR69B, TASP	ENSG00000132434	LanC like 2	7	55365448-55433742	Predicted intracellular proteins	Evidence at protein level	HPA019711, HPA029535	Uncertain		Supported	Nucleus<br>Cytosol	Renal cancer:1.03e-6 (favourable), Ovarian cancer:1.89e-4 (favourable)	Expressed in all	Tissue enhanced		cerebral cortex: 41.2	parathyroid gland: 16.5	Cell line enriched	6	A-431: 130.0
LANCL3	FLJ42925	ENSG00000147036	LanC like 3	X	37571569-37684463	Predicted intracellular proteins	Evidence at protein level	HPA005470, HPA076575	Approved		Approved	Mitochondria		Not detected	Mixed			esophagus: 1.3	Cell line enhanced		HEL: 12.8;HMC-1: 3.9;K-562: 3.0
LAP3	LAP, LAPEP, PEPS	ENSG00000002549	Leucine aminopeptidase 3	4	17577192-17607972	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA029606, HPA029607	Enhanced		Supported	Nucleoplasm<br>Midbody<br>Cytosol		Expressed in all	Expressed in all			appendix: 176.5	Mixed		
LARGE1	KIAA0609, LARGE	ENSG00000133424	LARGE xylosyl- and glucuronyltransferase 1	22	33162226-33922841	Disease related genes, Predicted intracellular proteins	Evidence at protein level							Expressed in all	Mixed			cerebral cortex: 43.2	Mixed		
LARP1	KIAA0731, LARP, MGC19556	ENSG00000155506	La ribonucleoprotein domain family member 1	5	154712902-154817607	Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB015222, HPA051397, HPA054819	Supported		Supported	Nucleus<br>Endoplasmic reticulum<br>Cytosol		Expressed in all	Expressed in all			parathyroid gland: 152.1	Expressed in all		
LARP1B	DKFZp434K245, DKFZp686E0316, FLJ10378, LARP2	ENSG00000138709	La ribonucleoprotein domain family member 1B	4	128061268-128222931	Predicted intracellular proteins	Evidence at protein level	HPA036280	Approved		Approved	Cytosol	Renal cancer:5.13e-5 (favourable)	Expressed in all	Expressed in all			testis: 103.0	Expressed in all		
LARP4	PP13296	ENSG00000161813	La ribonucleoprotein domain family member 4	12	50392383-50480004	Predicted intracellular proteins	Evidence at protein level	HPA039306, HPA039673	Approved		Enhanced	Cytosol		Expressed in all	Expressed in all			adrenal gland: 36.6	Expressed in all		
LARP6	acheron, FLJ11196	ENSG00000166173	La ribonucleoprotein domain family member 6	15	70829130-70854159	Predicted intracellular proteins	Evidence at protein level	HPA020338, HPA049029	Approved		Approved	Microtubules<br>Cytokinetic bridge	Renal cancer:9.90e-5 (unfavourable)	Expressed in all	Tissue enhanced		cerebral cortex: 84.7	thyroid gland: 40.7	Cell line enhanced		U-2197: 216.0
LARP7	DKFZP564K112, HDCMA18P, PIP7S	ENSG00000174720	La ribonucleoprotein domain family member 7	4	112636964-112657592	Disease related genes, Predicted intracellular proteins	Evidence at protein level	HPA026842, HPA027930	Approved		Supported	Nucleoplasm<br>Cytosol	Urothelial cancer:4.33e-4 (favourable)	Expressed in all	Expressed in all			thyroid gland: 58.5	Expressed in all		
LARS	FLJ10595, FLJ21788, HSPC192, LARS1, LEUS, RNTLS	ENSG00000133706	Leucyl-tRNA synthetase	5	146113038-146182660	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	HPA036424, HPA040881	Supported		Supported	Nuclear bodies<br>Cytosol	Liver cancer:3.78e-5 (unfavourable), Thyroid cancer:2.98e-4 (unfavourable)	Expressed in all	Expressed in all			parathyroid gland: 70.8	Expressed in all		
LARS2	KIAA0028, LEURS, MGC26121, mtLeuRS	ENSG00000011376	Leucyl-tRNA synthetase 2, mitochondrial	3	45388506-45549421	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Evidence at protein level	HPA035951, HPA045450, HPA066085	Approved		Supported	Nucleoplasm<br>Mitochondria	Renal cancer:1.32e-11 (favourable), Colorectal cancer:1.71e-4 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 19.2	Expressed in all		
LAS1L	FLJ12525	ENSG00000001497	LAS1 like, ribosome biogenesis factor	X	65512582-65534775	Disease related genes, Predicted intracellular proteins	Evidence at protein level	HPA044431, HPA061463	Supported		Approved	Nucleoplasm<br>Microtubule organizing center<br>Cytosol		Expressed in all	Expressed in all			parathyroid gland: 40.6	Expressed in all		
LASP1	Lasp-1, MLN50	ENSG00000002834	LIM and SH3 protein 1	17	38869859-38921770	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA012072, CAB022049	Enhanced		Supported	Plasma membrane<br>Focal adhesion sites<br>Cytosol	Liver cancer:2.41e-4 (unfavourable), Endometrial cancer:4.57e-4 (unfavourable)	Expressed in all	Expressed in all			small intestine: 181.3	Expressed in all		
LATS1	WARTS	ENSG00000131023	Large tumor suppressor kinase 1	6	149658153-149718256	Enzymes, Predicted intracellular proteins	Evidence at protein level	HPA031804	Approved		Uncertain	Nucleoplasm<br>Vesicles		Expressed in all	Expressed in all			parathyroid gland: 23.6	Expressed in all		
LATS2		ENSG00000150457	Large tumor suppressor kinase 2	13	20973032-21061547	Enzymes, Predicted intracellular proteins	Evidence at protein level	HPA039191, HPA049037	Approved		Supported	Microtubule organizing center<br>Cytosol	Cervical cancer:3.26e-4 (unfavourable)	Expressed in all	Expressed in all			testis: 25.8	Mixed		
LBH		ENSG00000213626	Limb bud and heart development	2	30231531-30323730	Predicted intracellular proteins	Evidence at protein level	HPA034669	Approved		Approved	Vesicles	Stomach cancer:8.24e-4 (unfavourable)	Expressed in all	Expressed in all			lung: 197.1	Cell line enhanced		fHDF/TERT166: 234.8;U-2 OS: 102.9
LBHD1	C11orf48, MGC2477	ENSG00000162194	LBH domain containing 1	11	62662817-62672255	Predicted intracellular proteins	Evidence at protein level	HPA012127, HPA023592	Uncertain		Approved	Nucleoplasm<br>Cytosol		Expressed in all	Mixed			parathyroid gland: 9.3	Mixed		
LBX1	HPX6, LBX1H	ENSG00000138136	Ladybird homeobox 1	10	101226195-101229794	Predicted intracellular proteins, Transcription factors	Evidence at transcript level	HPA002016, HPA002086	Uncertain		Approved	Nucleoplasm<br>Nuclear bodies		Not detected	Tissue enriched	67	skeletal muscle: 9.1	lung: 0.1	Group enriched	8	HEK93: 3.1;RH-30: 4.1;SCLC-21H: 10.7
LBX2		ENSG00000179528	Ladybird homeobox 2	2	74497517-74503316	Predicted intracellular proteins, Transcription factors	Evidence at transcript level	HPA044257	Uncertain		Approved	Nucleus<br>Midbody		Mixed	Tissue enhanced		duodenum: 5.3;small intestine: 5.3	stomach: 3.0	Cell line enhanced		Hep G2: 14.9
LCA5	C6orf152	ENSG00000135338	LCA5, lebercilin	6	79484991-79537458	Disease related genes, Predicted intracellular proteins	Evidence at protein level	HPA029053, HPA029055	Supported				Renal cancer:4.69e-4 (unfavourable)	Mixed	Tissue enhanced		parathyroid gland: 48.1	fallopian tube: 15.6	Cell line enhanced		HEL: 13.2
LCA5L	C21orf13, MGC33295	ENSG00000157578	LCA5L, lebercilin like	21	39405844-39445805	Predicted intracellular proteins	Evidence at protein level	HPA019790, HPA032010	Enhanced		Uncertain	Nucleoplasm<br>Cytosol		Mixed	Tissue enriched	17	testis: 201.6	fallopian tube: 12.2	Mixed		
LCE1A	LEP1	ENSG00000186844	Late cornified envelope 1A	1	152827473-152827894	Predicted intracellular proteins	Evidence at protein level							Tissue enriched	Tissue enriched	10	skin: 507.5	breast: 50.5	Not detected		
LCE1B	LEP2, SPRL2A	ENSG00000196734	Late cornified envelope 1B	1	152811971-152813109	Predicted intracellular proteins	Evidence at protein level							Tissue enriched	Tissue enriched	9	skin: 186.0	breast: 20.1	Cell line enhanced		hTCEpi: 1.4
LCE1C	LEP3	ENSG00000197084	Late cornified envelope 1C	1	152804835-152806628	Predicted intracellular proteins	Evidence at transcript level							Tissue enriched	Tissue enriched	11	skin: 514.5	breast: 45.5	Cell line enhanced		HBEC3-KT: 1.5;hTEC/SVTERT24-B: 1.1;hTERT-HME1: 2.2
LCE1D	LEP4	ENSG00000172155	Late cornified envelope 1D	1	152796751-152798181	Predicted intracellular proteins	Evidence at protein level							Tissue enriched	Tissue enriched	306	skin: 101.7	skeletal muscle: 0.3	Not detected		
LCE1E	LEP5	ENSG00000186226	Late cornified envelope 1E	1	152786214-152788426	Predicted intracellular proteins	Evidence at protein level							Tissue enhanced	Tissue enriched	120	skin: 74.0	breast: 0.6	Cell line enhanced		Daudi: 1.3;HaCaT: 8.8;RT4: 1.8
LCE1F	LEP6	ENSG00000240386	Late cornified envelope 1F	1	152776372-152776728	Predicted intracellular proteins	Evidence at protein level							Group enriched	Tissue enriched	21	skin: 246.9	breast: 11.9	Cell line enhanced		BJ hTERT+: 5.4;hTEC/SVTERT24-B: 1.1;hTERT-HME1: 2.3
LCE2A	LEP9	ENSG00000187173	Late cornified envelope 2A	1	152698364-152699442	Predicted intracellular proteins	Evidence at protein level							Tissue enriched	Tissue enriched	13	skin: 146.6	breast: 11.5	Cell line enhanced		BJ hTERT+: 4.7;SK-MEL-30: 1.6;U-138 MG: 1.0;U-2197: 1.3
LCE2B	LEP10, SPRL1B, XP5	ENSG00000159455	Late cornified envelope 2B	1	152686123-152687401	Predicted intracellular proteins	Evidence at protein level							Tissue enriched	Tissue enriched	10	skin: 564.7	breast: 56.0	Not detected		
LCE2C	LEP11	ENSG00000187180	Late cornified envelope 2C	1	152675295-152676574	Predicted intracellular proteins	Evidence at protein level							Group enriched	Tissue enriched	10	skin: 283.4	breast: 29.7	Not detected		
LCE2D	LEP12, SPRL1A	ENSG00000187223	Late cornified envelope 2D	1	152663396-152664659	Predicted intracellular proteins	Evidence at protein level							Group enriched	Tissue enriched	14	skin: 136.2	breast: 9.9	Not detected		
LCE3A	LEP13	ENSG00000185962	Late cornified envelope 3A	1	152622834-152623103	Predicted intracellular proteins	Evidence at protein level							Group enriched	Tissue enriched	22	tonsil: 99.1	esophagus: 4.5	Cell line enhanced		BJ hTERT+: 2.8;LHCN-M2: 1.2;U-138 MG: 1.7
LCE3B	LEP14	ENSG00000187238	Late cornified envelope 3B	1	152613811-152614098	Predicted intracellular proteins	Evidence at protein level							Not detected	Tissue enriched	29	tonsil: 2.8	all non-specific tissues: 0.0	Not detected		
LCE3C	LEP15, SPRL3A	ENSG00000244057	Late cornified envelope 3C	1	152600662-152601086	Predicted intracellular proteins	Evidence at protein level							Group enriched	Tissue enriched	10	tonsil: 22.5	skin: 2.1	Not detected		
LCE3D	LEP16, SPRL6A, SPRL6B	ENSG00000163202	Late cornified envelope 3D	1	152579381-152580504	Predicted intracellular proteins	Evidence at protein level							Group enriched	Tissue enhanced		skin: 26.5;tonsil: 79.8	esophagus: 11.6	Group enriched	5	hTCEpi: 3.2;hTERT-HME1: 3.1
LCE3E	LEP17	ENSG00000185966	Late cornified envelope 3E	1	152565654-152566772	Predicted intracellular proteins	Evidence at protein level							Group enriched	Group enriched	35	esophagus: 9.6;skin: 9.0;tonsil: 18.1	breast: 0.3	Not detected		
LCE4A	LEP8, SPRL4A	ENSG00000187170	Late cornified envelope 4A	1	152708160-152709491	Predicted intracellular proteins	Evidence at protein level							Not detected	Tissue enriched	6	skin: 5.1	breast: 0.8	Not detected		
LCE5A	LEP18, SPRL5A	ENSG00000186207	Late cornified envelope 5A	1	152510844-152512177	Predicted intracellular proteins	Evidence at protein level							Tissue enhanced	Tissue enriched	6	skin: 94.0	breast: 16.8	Not detected		
LCE6A	C1orf44	ENSG00000235942	Late cornified envelope 6A	1	152842868-152843983	Predicted intracellular proteins	Evidence at protein level	HPA046376	Enhanced					Tissue enriched	Tissue enriched	11	skin: 303.8	breast: 26.8	Not detected		
LCK		ENSG00000182866	LCK proto-oncogene, Src family tyrosine kinase	1	32251239-32286165	Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins	Evidence at protein level	HPA003494, CAB003816	Enhanced		Approved	Golgi apparatus	Endometrial cancer:2.96e-6 (favourable), Renal cancer:2.60e-5 (unfavourable), Melanoma:5.65e-5 (favourable), Head and neck cancer:2.91e-4 (favourable)	Mixed	Tissue enhanced		lymph node: 125.9;tonsil: 72.4	appendix: 66.3	Group enriched	7	MOLT-4: 429.5;U-698: 207.6
LCMT1	CGI-68, PPMT1	ENSG00000205629	Leucine carboxyl methyltransferase 1	16	25111729-25178231	Enzymes, Predicted intracellular proteins	Evidence at protein level	HPA041559, HPA043530	Uncertain		Approved	Nucleoplasm<br>Cytosol	Renal cancer:7.53e-6 (favourable), Cervical cancer:2.78e-4 (favourable), Liver cancer:5.85e-4 (unfavourable)	Expressed in all	Expressed in all			testis: 59.8	Expressed in all		
LCMT2	KIAA0547, MGC9534, PPM2, TYW4	ENSG00000168806	Leucine carboxyl methyltransferase 2	15	43323649-43330605	Enzymes, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA039401, HPA048176	Approved		Approved	Nucleoplasm<br>Vesicles	Renal cancer:5.69e-9 (favourable)	Expressed in all	Mixed			parathyroid gland: 13.2	Mixed		
LCNL1	FLJ45224	ENSG00000214402	Lipocalin like 1	9	136981904-136986410	Predicted intracellular proteins	Evidence at transcript level							Mixed	Not detected			seminal vesicle: 0.7	Not detected		
LCOR	C10orf12, DKFZP564P1916, FLJ13022, FLJ38026, KIAA1795, MLR2	ENSG00000196233	Ligand dependent nuclear receptor corepressor	10	96832260-96995959	Predicted intracellular proteins	Evidence at protein level	HPA031428, HPA031429, HPA038954, HPA057621, HPA077000	Uncertain		Enhanced	Nucleoplasm	Urothelial cancer:2.16e-4 (favourable)	Expressed in all	Expressed in all			bone marrow: 19.2	Expressed in all		
